Customer ID,Full Name,Date of Birth,Gender,Annual Income,Previous Investment Experience,Amount to Invest,Expected Rate of Return,Term of Investment,Retirement Goals,Employment Type,Investor Type,Investor Type Encoded,Cluster,Cluster Label
73f41be7-eb32-45d8-97f5-5c71bd2c2a6d,Caleb Simon,1971-07-26,Other,178596,Yes,283930,<5%,Short Term,Buying a house,Unemployed,Aggressive,2,1,H
e444099f-b025-479c-98a8-b6ab5471e130,Amber Brooks,1968-09-01,Male,1126486,No,477548,<5%,Medium Term,Buying a house,Unemployed,Moderate,1,0,M
fdccbe36-30f8-44b9-8067-3d62d1302be5,Rodney Aguilar,1993-05-04,Female,1502049,Yes,360594,>10%,Long Term,Investing in a business venture,Self-Employed,Aggressive,2,1,H
fa77567b-7658-4b01-801f-d6e75208b2be,Mary White,1993-12-29,Other,1897697,No,480012,5-10%,Short Term,Buying a house,Self-Employed,Aggressive,2,1,H
33d98ea3-aec0-43ec-a624-35cbd36050b8,Jessica Stanton,1960-12-11,Female,309273,No,434054,5-10%,Long Term,Investing in a business venture,Employed,Moderate,1,0,M
8c83e5c3-0bdd-49dd-a244-bc0f30d52430,Holly Berry,1991-04-07,Male,518454,No,433826,5-10%,Short Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
13d9b14b-7d08-49e4-958e-a2e8e0c6f522,Kaitlyn Henry,2003-11-05,Other,1518837,Yes,90442,5-10%,Short Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
59746fa3-cc73-4559-9240-46db53c59e60,Charlotte Davis,1984-01-08,Other,1343603,Yes,103086,>10%,Medium Term,Building an emergency fund,Unemployed,Aggressive,2,1,H
7e2f1a03-597c-466e-9015-f0e28fb482d9,Joel Odonnell,1985-03-30,Female,898620,Yes,417670,<5%,Long Term,Building an emergency fund,Employed,Moderate,1,0,M
99b8bced-db3a-4e8a-8223-59f0159f2b2a,Alexander Jones,1976-01-04,Other,1917580,Yes,30088,<5%,Short Term,Securing a comfortable retirement,Unemployed,Aggressive,2,1,H
095975ff-9ba0-4ee3-a0c9-b42216724238,Jared Frank,1975-06-10,Other,1221583,Yes,34831,>10%,Medium Term,Buying a house,Unemployed,Aggressive,2,1,H
292fa547-f667-4968-b6ae-aff5464d815d,Gloria Hill,1996-03-12,Male,1408619,No,38178,5-10%,Short Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
a5424d1c-ade0-4926-b017-b440b9f1a75d,Julie Rhodes,1970-06-30,Other,1508314,No,22186,5-10%,Medium Term,Buying a house,Retired,Moderate,1,0,M
2a22422a-7c86-4d8b-b52d-e3b1d7233936,Leslie Cox,1980-07-29,Other,1834277,Yes,82548,5-10%,Medium Term,Securing a comfortable retirement,Employed,Moderate,1,0,M
4b074af7-1306-4135-bd89-173c4aa3473b,Michael Sanchez,1985-11-10,Male,57110,No,474643,5-10%,Long Term,Investing in a business venture,Unemployed,Aggressive,2,1,H
03f06289-571c-41d6-b782-c3b2050f9105,James Hubbard,1991-07-21,Male,1214273,Yes,184610,>10%,Long Term,Saving for vacation,Unemployed,Aggressive,2,1,H
c1bb478c-581a-48a1-8c0d-4cf736e40163,Mary Obrien,2002-05-27,Other,895098,Yes,471708,>10%,Medium Term,Investing in a business venture,Employed,Aggressive,2,1,H
3ee051b0-180b-40ca-944e-1182686f7a91,Heather Knox,1996-12-30,Other,524926,No,499865,<5%,Short Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
8930277a-ffa1-4aab-a467-52797f5e1433,Michael Dixon,1989-03-22,Other,156005,No,434271,5-10%,Short Term,Paying off college debt,Retired,Aggressive,2,1,H
e9b4a3bf-7e9e-44d9-b093-da385b66a535,Terry Davis,1984-08-08,Other,1551827,Yes,194752,5-10%,Long Term,Saving for children's education,Retired,Conservative,0,2,L
c86c0c9b-e47b-4c74-b8cf-42ae436c4cf2,Mark Carr,1998-09-08,Other,1799016,No,393083,<5%,Medium Term,Investing in a business venture,Employed,Aggressive,2,1,H
41cd65b3-480a-4aa0-ac99-e53a8bb96dab,Joanna Warren,1993-10-24,Female,268837,No,498956,>10%,Long Term,Paying off college debt,Retired,Aggressive,2,1,H
907e8c6c-28ff-4f9a-9e38-715f20c30179,Jessica Garcia,1964-05-27,Male,1466472,No,242061,>10%,Long Term,Securing a comfortable retirement,Self-Employed,Moderate,1,0,M
84d67167-ab8e-4247-9da4-e45f63319b1b,Stacey Lee,1983-03-30,Other,170948,No,27883,5-10%,Short Term,Buying a house,Employed,Aggressive,2,1,H
557ff21f-20f8-4b22-aed7-be13aa3c141d,Reginald Brown,1964-03-09,Female,1467719,No,57813,>10%,Long Term,Buying a house,Employed,Moderate,1,0,M
ee0404d9-7ce7-45fe-9d6c-874c81f6b405,David Coleman,1980-06-09,Other,642675,No,8652,5-10%,Short Term,Building an emergency fund,Employed,Moderate,1,0,M
66cad607-3aa3-4ea1-aaa4-977c5e578a5f,Grace Jones,1966-11-29,Female,1703748,No,192209,<5%,Short Term,Securing a comfortable retirement,Unemployed,Moderate,1,0,M
6ed13560-4c62-4b10-9067-bdad50d86b7d,Brooke Palmer,1996-09-01,Male,1471064,Yes,210328,>10%,Short Term,Saving for vacation,Unemployed,Aggressive,2,1,H
8a6c4078-22b4-4cab-bcf5-94c399d93565,Lindsey Moreno MD,1995-05-01,Female,1863035,No,382596,5-10%,Long Term,Investing in a business venture,Unemployed,Aggressive,2,1,H
9fc483e3-ac54-4cfc-b621-17f2575fa11a,Ashlee Merritt,1960-04-25,Female,909494,No,468401,5-10%,Short Term,Saving for vacation,Unemployed,Aggressive,2,1,H
d6e18de4-731b-4b0d-9e1e-f83ef23980e6,Olivia Novak,2002-02-02,Other,1065174,Yes,118460,5-10%,Short Term,Saving for vacation,Retired,Aggressive,2,1,H
d8763f85-00b4-4e2f-abd6-63e832eff22f,Jason Duncan DDS,1972-07-23,Other,1535063,Yes,132726,5-10%,Medium Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
fb7a21c7-f48b-46e6-bcc0-9ca3ff1eae5b,Beth Carlson MD,1981-05-26,Male,386462,Yes,161811,<5%,Medium Term,Building an emergency fund,Self-Employed,Moderate,1,0,M
4547e5dc-41d7-435c-b945-540e80affb37,Stephen Myers,1972-05-17,Other,1604511,No,458324,5-10%,Short Term,Paying off college debt,Employed,Aggressive,2,1,H
221260b4-d928-459b-a655-3d5c1ffa66fc,Nathan Jarvis,1997-09-18,Male,936044,Yes,431550,>10%,Medium Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
28efec41-47c0-43ec-9445-8eae7d01c64f,Crystal Reynolds,1973-10-02,Female,1093344,Yes,196258,5-10%,Medium Term,Paying off college debt,Retired,Moderate,1,0,M
8bd3ac7a-6947-4757-aca0-06717cec37a9,Levi Gonzalez,1961-11-08,Other,1689477,Yes,268976,<5%,Medium Term,Saving for vacation,Retired,Moderate,1,0,M
670af9d4-3071-42a3-8d00-8d54d7930081,Nancy Rodriguez,2005-09-10,Female,1678625,No,52372,5-10%,Short Term,Paying off college debt,Unemployed,Aggressive,2,1,H
c417215b-5a8e-4d7c-abfe-5c272578ed58,Ashley Adams,1983-05-01,Female,205942,Yes,481118,<5%,Medium Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
db8fe626-1680-4a3d-967c-635d8ba9b297,Stephanie Eaton,1961-02-27,Female,1996321,Yes,291409,5-10%,Medium Term,Investing in a business venture,Employed,Aggressive,2,1,H
91c79026-7e54-4029-b70d-1703ad537fc5,John Grant,1974-12-04,Female,1689730,No,492265,<5%,Long Term,Paying off college debt,Unemployed,Aggressive,2,1,H
5db2f59c-fac5-4d26-907a-65c0536c1231,Daniel Navarro,1995-08-14,Male,1803252,No,186628,<5%,Short Term,Investing in a business venture,Retired,Moderate,1,0,M
742961e6-dae3-4a73-8fc5-8cdc2cbbfb49,Tonya Moore,1969-09-02,Male,747409,Yes,400164,<5%,Medium Term,Paying off college debt,Employed,Aggressive,2,1,H
038d3e0a-1580-4f20-b50c-8cf79f8471e5,Robert Ray,1994-09-11,Male,362547,Yes,293761,<5%,Short Term,Buying a house,Unemployed,Aggressive,2,1,H
234f8690-488c-446a-b537-6d9b093bb742,Patrick Brady,1998-02-08,Female,1799607,Yes,384837,5-10%,Long Term,Saving for children's education,Employed,Aggressive,2,1,H
08724add-eae0-4982-a7eb-d90deee28072,Richard Snow,1961-08-02,Other,1997539,Yes,335440,5-10%,Short Term,Paying off college debt,Employed,Aggressive,2,1,H
293f1121-21af-4e2e-b416-064d4df40f5c,Russell Warren,1982-09-03,Male,1388820,Yes,199306,5-10%,Long Term,Buying a house,Retired,Moderate,1,0,M
d187e726-d755-49a9-be24-7698bf8e1ab2,John Potts,1998-11-25,Male,41453,No,212200,<5%,Medium Term,Building an emergency fund,Self-Employed,Aggressive,2,1,H
42bd8e41-5fb3-4f16-993c-abfd40350bab,Michael Bush,1986-03-08,Female,760765,Yes,439316,5-10%,Short Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
f3ffbf10-ca7a-4a5b-bfae-1e196f33e384,Christina Rodriguez,1977-10-02,Male,1534520,Yes,317583,>10%,Medium Term,Building an emergency fund,Self-Employed,Aggressive,2,1,H
cdc13dc6-f62f-49e3-91ec-d0cc3e654014,Jeffrey Moran,1968-04-04,Other,394796,Yes,491146,5-10%,Medium Term,Saving for vacation,Unemployed,Aggressive,2,1,H
8e8951fa-f2fb-435a-9227-6dd13f37478b,Justin Beasley,1984-02-02,Male,1363843,Yes,409835,>10%,Long Term,Saving for vacation,Unemployed,Aggressive,2,1,H
32d4e409-d18a-4aa4-af2a-fc11fa768588,Janet Wright,1963-01-09,Female,1711340,No,261059,>10%,Long Term,Saving for children's education,Unemployed,Moderate,1,0,M
fa4890c0-35ee-4bcd-90e9-0e68860c20e3,Joe Kelly,1979-12-24,Male,1188831,Yes,484389,5-10%,Medium Term,Securing a comfortable retirement,Unemployed,Aggressive,2,1,H
e957d035-6fe6-473c-ae0e-037feb48b05d,Jordan Ramirez,1969-12-07,Male,1228807,Yes,297690,5-10%,Medium Term,Saving for vacation,Unemployed,Aggressive,2,1,H
2c32b362-33b2-4dea-b690-296e43a5287e,David Barton,1967-09-19,Other,612169,Yes,71187,5-10%,Medium Term,Building an emergency fund,Self-Employed,Conservative,0,2,L
b628df0f-5287-447a-b683-7ee950e61c20,Colton Fox,1981-06-03,Female,1210336,Yes,297605,<5%,Medium Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
4a14f37b-3bd6-4681-8860-467d5f3ece58,Thomas Griffith,1993-07-28,Other,1764963,No,8932,>10%,Long Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
20a9242e-47ed-4367-bed8-079a2d31c4c8,Jonathon Lopez,1980-03-04,Male,1213114,Yes,14856,5-10%,Long Term,Securing a comfortable retirement,Unemployed,Moderate,1,0,M
b6820ede-c08c-4506-a9cb-edde0172945f,Yvonne Brown,1971-06-20,Other,1018333,No,110267,5-10%,Short Term,Building an emergency fund,Employed,Moderate,1,0,M
58ca1743-0c09-4449-b00b-5726acae2708,Allison Gallegos,1974-07-20,Female,1912544,Yes,59026,5-10%,Medium Term,Saving for children's education,Retired,Moderate,1,0,M
d246eb28-6f06-4868-8053-1a5754004a32,Virginia Bennett,1964-02-06,Female,474890,Yes,215788,>10%,Medium Term,Buying a house,Unemployed,Aggressive,2,1,H
edc05a30-7872-4fa4-a77b-80d47a07fd49,Laura Taylor MD,1967-03-24,Other,1811586,Yes,255448,<5%,Medium Term,Paying off college debt,Employed,Aggressive,2,1,H
04bcd07b-0975-4281-9a78-050a3f82e5a2,Courtney Sanchez,2004-06-09,Female,282434,Yes,145654,>10%,Long Term,Investing in a business venture,Retired,Aggressive,2,1,H
652f9543-87d5-4f9b-803f-be547553eaa4,Robert Middleton,1974-10-06,Other,1333843,No,157842,5-10%,Medium Term,Securing a comfortable retirement,Employed,Moderate,1,0,M
ff3395a8-4ca0-4812-a0f6-97cae2ba7a64,Stephanie Tucker,1968-07-07,Other,1353778,Yes,167196,5-10%,Short Term,Saving for children's education,Self-Employed,Moderate,1,0,M
229d7fba-4240-4366-b5d2-6ea5530dd5f2,John Allen,1984-07-11,Female,1336533,Yes,268606,5-10%,Medium Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
a6ec2b89-957a-4920-ad0b-50ca8aff4d8b,Francisco Nelson,1978-02-13,Male,1546821,No,474849,<5%,Short Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
00b8ff87-288b-4253-ad79-7d921fae7362,Michelle Morales,2002-04-05,Male,976996,Yes,13283,>10%,Short Term,Securing a comfortable retirement,Unemployed,Aggressive,2,1,H
d8ec393e-e0aa-471f-af2b-a20b1d66397e,Robert Smith,1988-10-17,Female,161920,No,367236,5-10%,Long Term,Paying off college debt,Unemployed,Aggressive,2,1,H
7ce90384-86ac-45e6-b87a-e629a11e6fb0,Brittany Johnson,1963-03-07,Other,1706920,Yes,448468,5-10%,Short Term,Securing a comfortable retirement,Self-Employed,Aggressive,2,1,H
5ec5db5e-5b10-44ae-8d10-299864c31be8,Scott Evans,1963-04-05,Female,1118309,No,125308,<5%,Short Term,Investing in a business venture,Employed,Moderate,1,0,M
95502c0b-4d8a-40f1-98a3-15e96251e267,Toni Adams,1979-02-25,Other,1902079,No,395922,<5%,Short Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
c37a3a7b-5b73-432e-98c6-ae0b2eae504d,Suzanne Moore,2000-10-25,Male,589026,Yes,91281,<5%,Short Term,Securing a comfortable retirement,Unemployed,Aggressive,2,1,H
7259fc16-85a2-4e01-a2f5-366ee9715901,Frederick Cruz,1971-09-14,Female,927841,No,100619,5-10%,Long Term,Buying a house,Employed,Conservative,0,2,L
c7801503-eb2f-4c26-b7fc-88103b640118,Jamie Morris,1999-06-02,Female,856701,No,42899,5-10%,Short Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
c6d1fafd-6e69-44dc-a3e5-383f98b31b7d,Lisa Buck,1989-02-08,Male,734116,No,23569,<5%,Medium Term,Buying a house,Retired,Conservative,0,2,L
50431a02-0516-4f39-a4fa-b9f0e98faf33,Natasha Cohen,2004-10-28,Male,1655635,No,40138,>10%,Long Term,Saving for vacation,Unemployed,Aggressive,2,1,H
501e250f-0f45-4a1c-9da5-6fdaedfc6efa,Mary Bradley,1997-05-26,Male,1355827,No,139856,<5%,Medium Term,Buying a house,Retired,Moderate,1,0,M
369b2a31-63cb-420a-9013-0dad3960fdf1,Stephanie Meza,2001-07-24,Male,1816091,No,3291,5-10%,Short Term,Saving for children's education,Employed,Aggressive,2,1,H
1b047567-6cf1-4781-a2d7-91d7bf251f75,Julie Bishop,2003-08-17,Male,74538,No,489227,<5%,Medium Term,Paying off college debt,Employed,Aggressive,2,1,H
90b4b20a-ffa1-4257-84fe-e53efd2aeec9,Betty Dyer,1998-02-28,Female,1025510,Yes,91185,>10%,Medium Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
6ccc9306-1829-49d8-9c1e-7f5004c93eaf,Natasha Taylor,1990-04-30,Other,364472,Yes,349538,5-10%,Long Term,Securing a comfortable retirement,Self-Employed,Aggressive,2,1,H
f2a1cecf-0c99-4381-a44e-3cc1a62177a4,Mrs. Jessica Gill DDS,1987-09-19,Male,558524,Yes,430595,>10%,Medium Term,Investing in a business venture,Self-Employed,Aggressive,2,1,H
590313d5-5490-4b09-a53e-1274051d5271,Jennifer Benjamin,2001-09-26,Other,984087,No,165580,>10%,Long Term,Investing in a business venture,Unemployed,Aggressive,2,1,H
631ced4d-5e88-4773-94d6-9f3fc9e709e1,Stephanie Ferguson,2006-02-08,Male,441238,No,78603,5-10%,Medium Term,Investing in a business venture,Self-Employed,Aggressive,2,1,H
a8c2824c-7746-4aba-b505-9970ac962717,Tyrone Meyer,2000-12-25,Male,894809,No,345193,5-10%,Short Term,Saving for children's education,Retired,Aggressive,2,1,H
4505c8a1-57ee-48d8-adeb-02c6cbccd9cb,Erica Beck,1967-03-21,Female,220401,Yes,286801,<5%,Medium Term,Investing in a business venture,Retired,Moderate,1,0,M
4919dcb0-8bb9-4c11-be9b-e6eb9f3ced09,William Silva,1965-03-26,Female,912762,No,271076,>10%,Short Term,Buying a house,Self-Employed,Aggressive,2,1,H
7e7454bf-1a16-4815-a6be-5ba59f9473b9,Elizabeth Sims,1971-12-08,Female,821115,Yes,68218,<5%,Short Term,Investing in a business venture,Unemployed,Moderate,1,0,M
1c0d3717-8104-4098-b827-8177f6a3ca36,Michelle Case,1961-06-07,Male,523428,Yes,246108,>10%,Long Term,Building an emergency fund,Unemployed,Moderate,1,0,M
9ce089a3-88c4-401d-8968-3b054506e6eb,Jennifer Williams,2002-07-26,Female,1749433,Yes,435464,5-10%,Long Term,Securing a comfortable retirement,Employed,Aggressive,2,1,H
e0eb281d-0e3e-413a-b921-9e8c37d375a4,Ryan Daniel II,1964-05-25,Female,1971714,Yes,327048,5-10%,Long Term,Saving for vacation,Unemployed,Aggressive,2,1,H
f8594bca-f402-4977-9dbe-da8dedee7c72,Ashley Miller,1960-12-12,Male,1001097,No,452148,<5%,Medium Term,Investing in a business venture,Employed,Moderate,1,0,M
6df4fe7e-3085-45fd-8c95-5fd6fc3579bf,Douglas Reed,1986-05-24,Male,1278797,Yes,93715,5-10%,Medium Term,Saving for children's education,Unemployed,Moderate,1,0,M
99579a94-4056-40bd-b953-ff96784682a2,Becky Robertson,1968-03-13,Other,621260,Yes,378165,>10%,Short Term,Securing a comfortable retirement,Unemployed,Aggressive,2,1,H
f012bf04-90f8-4197-a248-1406bc316350,Ronald Manning,1961-10-28,Other,540097,No,246435,>10%,Short Term,Buying a house,Retired,Moderate,1,0,M
41b29452-2f02-4703-a874-4b7b8195bdfd,Carla Melton,1965-09-25,Other,963115,No,182508,>10%,Long Term,Buying a house,Unemployed,Moderate,1,0,M
a2b18273-d6e8-45e7-9639-1bcc03ebcbb3,Dr. Joseph Long II,1966-07-02,Other,98990,Yes,174688,5-10%,Short Term,Saving for vacation,Unemployed,Aggressive,2,1,H
39cbdd6b-5ca9-44db-a01f-9e5d34beba8e,Kelly Donovan,1968-04-27,Female,650873,Yes,155679,>10%,Long Term,Saving for children's education,Unemployed,Moderate,1,0,M
330348a2-a81c-46ec-848d-9f859ff612d6,Elizabeth Walters,2005-11-30,Other,866552,No,377477,<5%,Short Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
01b2a361-9e9b-4534-8ea6-17b7e0a182ff,Richard Marshall,2005-01-23,Other,1340553,No,391455,>10%,Short Term,Paying off college debt,Retired,Aggressive,2,1,H
436cc8b8-2b59-42d0-9c86-50874fabefa8,Patrick Fitzgerald,1969-04-30,Other,1539061,Yes,111940,>10%,Short Term,Buying a house,Retired,Aggressive,2,1,H
cfc3e9fe-fd29-4743-8164-55d9e07479a3,Madison Greene,1982-09-12,Male,185604,No,43559,5-10%,Short Term,Buying a house,Retired,Aggressive,2,1,H
8d875f7e-2ea9-488f-b8e1-90798962ef80,Paul Christian,1981-01-17,Male,936984,Yes,407314,>10%,Short Term,Saving for children's education,Unemployed,Aggressive,2,1,H
b5161a75-752e-40e7-9b44-bfbbbe0f3478,Rodney Scott,1994-11-05,Female,1298316,Yes,365311,5-10%,Long Term,Investing in a business venture,Self-Employed,Aggressive,2,1,H
b9d768db-0f0d-48be-a136-1c8619068320,Justin Brown,1990-08-10,Female,1746751,No,465823,>10%,Short Term,Building an emergency fund,Employed,Aggressive,2,1,H
2ba08497-933b-42f1-96fc-e7122f5177ea,Mr. Jeffrey Franklin,1966-02-28,Male,236833,No,175301,>10%,Long Term,Paying off college debt,Self-Employed,Moderate,1,0,M
ed20171c-9af3-4476-8c54-770c212cc7b6,Pamela Mccarthy,1984-11-21,Female,712335,Yes,375285,5-10%,Medium Term,Paying off college debt,Self-Employed,Aggressive,2,1,H
9dde4ea5-8c10-494c-86f2-22da9ea4723f,Erin Smith,1987-03-03,Female,34415,Yes,489814,>10%,Long Term,Saving for children's education,Retired,Aggressive,2,1,H
bbc9a9ab-a184-4e32-ac58-e36a093b51b3,Jennifer Mcdonald DDS,1974-08-29,Female,1444156,Yes,40808,<5%,Medium Term,Buying a house,Retired,Moderate,1,0,M
05e6ca48-ee92-4047-bdb1-975d762c22b5,Lisa White,1960-05-16,Female,1302860,Yes,38061,<5%,Long Term,Securing a comfortable retirement,Employed,Conservative,0,2,L
3640fde7-5891-4e91-93d1-c192f508a59f,Steven Marshall,1975-11-23,Male,269861,Yes,170523,>10%,Long Term,Securing a comfortable retirement,Self-Employed,Moderate,1,0,M
ba6c282b-e1b0-4b94-bdee-2b7079a6c391,Dr. Natasha Walker,2005-04-04,Female,1261614,No,105846,>10%,Medium Term,Investing in a business venture,Self-Employed,Aggressive,2,1,H
aab26c0f-2110-4135-91ef-cdbebf412d91,Alyssa Palmer,2003-01-09,Other,1256660,Yes,95675,>10%,Short Term,Building an emergency fund,Unemployed,Aggressive,2,1,H
c8aff63c-3bf4-43e9-8aea-da1f50165157,Edwin Rosales,1992-03-09,Female,1141339,No,241343,>10%,Long Term,Securing a comfortable retirement,Employed,Aggressive,2,1,H
27038141-c507-4324-abba-8021eb2a3d6b,Timothy Richardson,1988-09-13,Other,1126693,No,246299,5-10%,Long Term,Paying off college debt,Employed,Aggressive,2,1,H
c884be66-95cc-4309-ad8d-bf7bfa4acfb2,Anthony Hudson,1996-11-10,Female,460505,No,387501,5-10%,Medium Term,Investing in a business venture,Employed,Aggressive,2,1,H
d28b721d-ad20-4264-bad4-0b55a4c2c7cd,Brandon Perez,1999-05-17,Other,1817879,Yes,397892,>10%,Short Term,Building an emergency fund,Self-Employed,Aggressive,2,1,H
88ed0c22-a45a-4309-bdfb-0045857296a9,Joshua Barker,1997-05-19,Male,852582,No,83732,<5%,Medium Term,Saving for children's education,Employed,Conservative,0,2,L
06709cf5-c2cf-41bc-9449-fb46a2d2e8aa,Kevin Smith,1981-03-11,Male,1124441,Yes,447076,<5%,Short Term,Building an emergency fund,Employed,Aggressive,2,1,H
33cea11a-7d04-437a-9b99-b4e14845ee58,Tiffany Cabrera,1994-01-08,Other,143026,No,163755,<5%,Medium Term,Buying a house,Employed,Moderate,1,0,M
161113f6-93e7-4bd9-8656-2d6bb8e4a48e,Taylor Cooper,1977-01-12,Other,582977,Yes,335449,>10%,Long Term,Saving for children's education,Unemployed,Aggressive,2,1,H
a510c3e2-1a66-4510-a47f-0cf1fee0c9b0,Tracey Rodriguez,1986-07-31,Male,1431648,No,78462,5-10%,Medium Term,Saving for children's education,Employed,Moderate,1,0,M
898355c6-14a4-4a97-a396-3ba0af4fe8f1,William Clements,1975-10-24,Other,49797,No,495087,>10%,Medium Term,Buying a house,Retired,Aggressive,2,1,H
34b2e7e6-17c0-4b94-8d01-97d16eb9b4b6,George Freeman,1978-10-04,Female,1011346,Yes,468921,>10%,Short Term,Building an emergency fund,Unemployed,Aggressive,2,1,H
9216e2a0-5223-4751-80cc-e8472a6c63b5,Benjamin Stanley,1984-06-05,Male,864621,No,208964,5-10%,Short Term,Securing a comfortable retirement,Employed,Moderate,1,0,M
37545d33-d9e1-427b-9240-d7b1f57521f6,Susan Cordova,1966-12-31,Male,138656,Yes,303608,>10%,Medium Term,Buying a house,Employed,Aggressive,2,1,H
1a72667e-aedb-42e2-92d6-3664b7766a95,Patrick Petersen,2004-06-28,Male,1203125,No,474479,>10%,Medium Term,Buying a house,Self-Employed,Aggressive,2,1,H
d44a4da1-c3e9-4638-b74d-c9e798f751a3,Jennifer Martinez,1973-07-08,Female,1111388,No,59640,>10%,Short Term,Buying a house,Employed,Aggressive,2,1,H
f74bd7eb-a86e-4aed-8e9f-3a723e91aa1b,Jennifer Maldonado,1967-04-16,Male,1244327,Yes,253074,<5%,Medium Term,Investing in a business venture,Employed,Moderate,1,0,M
39e4ea04-9df8-4319-8336-1deab9b26a98,Brenda Smith,1994-01-08,Female,137425,Yes,119478,5-10%,Short Term,Saving for vacation,Self-Employed,Aggressive,2,1,H
313d155b-3930-4182-a799-ceb815dcd101,Victor Romero,1964-01-30,Other,1773095,No,265889,5-10%,Medium Term,Building an emergency fund,Unemployed,Moderate,1,0,M
f8b4b7f6-11d9-4c89-9560-65e400dba494,Mariah Chapman DDS,1962-03-24,Female,1769776,Yes,39767,<5%,Medium Term,Investing in a business venture,Employed,Moderate,1,0,M
d492730b-54d4-4ed3-9ad5-4621f6e6a1db,Justin Gutierrez,2002-10-29,Male,639284,No,474680,<5%,Medium Term,Investing in a business venture,Retired,Moderate,1,0,M
c5206f5e-14be-412c-9a58-39ff7e84cc02,Jeffrey Davis,1963-01-24,Male,1636780,Yes,488369,<5%,Short Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
3dd329a6-11fb-45f6-bb5b-a53aa7e9334d,Melissa Bailey,1995-03-17,Female,986598,No,453787,<5%,Long Term,Saving for vacation,Retired,Moderate,1,0,M
b65fa273-11f5-4bfc-9201-636bde3b0528,Zachary Lucero,1992-11-24,Female,1891316,No,275934,<5%,Short Term,Saving for vacation,Retired,Aggressive,2,1,H
237280f2-45db-4b0b-bb4d-d8eff676c0f5,Caleb Woods,1960-09-07,Female,1770118,Yes,333580,<5%,Long Term,Securing a comfortable retirement,Unemployed,Moderate,1,0,M
edec4fdf-1f6b-4531-bbf4-44c36c5b7173,Caitlin Lynch MD,2003-09-25,Male,1347040,No,277244,>10%,Short Term,Securing a comfortable retirement,Employed,Aggressive,2,1,H
c569aed7-ce20-4afa-b134-cff4f6f9ebad,David Oliver,2001-06-24,Other,477675,Yes,162328,5-10%,Long Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
212f68ab-dd45-48fc-8b15-6ab2ce260202,Michelle Soto,1996-02-25,Female,1154602,Yes,212187,>10%,Medium Term,Buying a house,Employed,Aggressive,2,1,H
f30e9996-b568-4e9b-b72d-cb9723f8f594,Hayden Jefferson,1994-01-04,Female,1374595,Yes,367961,5-10%,Medium Term,Saving for children's education,Self-Employed,Aggressive,2,1,H
9f9edeba-4e02-4d78-be15-a4d7ea2ad1ac,Theresa Sawyer,1979-02-13,Female,1376847,Yes,484286,5-10%,Medium Term,Investing in a business venture,Unemployed,Aggressive,2,1,H
4ed2f4ff-6902-414e-8983-aaf8a996e302,Whitney Wright,1996-11-12,Male,120788,No,90871,<5%,Medium Term,Saving for children's education,Self-Employed,Moderate,1,0,M
dfb7e9f2-f2db-4af6-84b4-8188cd15d1bf,Emily Pham,1978-02-07,Female,630301,Yes,77773,>10%,Short Term,Investing in a business venture,Self-Employed,Aggressive,2,1,H
3b2a3f96-4cf1-4b60-b8d0-d50333db9b9b,Carlos Powers,2001-06-27,Female,271905,No,363631,>10%,Long Term,Building an emergency fund,Self-Employed,Aggressive,2,1,H
e8eea34c-cea4-4d4f-bb65-612a52684179,Jeffrey Coffey,1991-12-18,Male,1621327,Yes,239820,5-10%,Medium Term,Paying off college debt,Retired,Aggressive,2,1,H
31a470cc-1e61-4aa5-b616-a5617374feae,David Martin,1960-09-25,Other,1339762,Yes,334953,<5%,Long Term,Saving for vacation,Self-Employed,Moderate,1,0,M
d7f6ef31-4b16-4daf-a128-dd1b4a872104,Jennifer Munoz,1962-01-21,Other,1220643,Yes,112614,>10%,Medium Term,Buying a house,Employed,Moderate,1,0,M
b5dbda0c-c0a4-4ec3-beea-397edc9c1bb5,Scott Moore,2003-09-18,Female,1104919,No,341825,5-10%,Long Term,Paying off college debt,Employed,Aggressive,2,1,H
870a0810-edff-4efa-9c2e-76e4a5c3cfb0,Nicholas Knapp,2001-03-14,Other,600863,No,53144,>10%,Medium Term,Securing a comfortable retirement,Retired,Moderate,1,0,M
98ea1034-c777-4cd5-951a-5d666356c51b,Taylor Lopez,1981-12-31,Female,1340437,No,285380,<5%,Medium Term,Investing in a business venture,Self-Employed,Moderate,1,0,M
